Metadata:
Absolute time = 1744688019.4231703
Time since start = 2880.131749391556 seconds
Sample Rate: {'sample_rate': 609756.0975609756}

ch1,ch2,time
-0.0012212995206937194,-3.594284489401616,-0.010000720000000001
-0.0012212995206937194,-3.6113826826913282,-0.009981040000000002
0.0,-3.6284808759810403,-0.00996136
0.0,-3.646800368791446,-0.009941680000000001
-0.0012212995206937194,-3.660234663519077,-0.009922
0.0,-3.678554156329483,-0.009902320000000001
-0.0012212995206937194,-3.6968736491398886,-0.009882640000000002
-0.0012212995206937194,-3.7139718424296007,-0.00986296
0.0,-3.7286274366779253,-0.009843280000000001
-0.0012212995206937194,-3.7457256299676374,-0.009823600000000002
-0.0012212995206937194,-3.7628238232573494,-0.00980392
-0.0024425990413874388,-3.778700717026368,-0.009784240000000001
-0.0012212995206937194,-3.7970202098367736,-0.009764560000000002
-0.0012212995206937194,-3.8153397026471794,-0.009744880000000001
-0.0012212995206937194,-3.8312165964161977,-0.009725200000000002
-0.0012212995206937194,-3.8495360892266035,-0.00970552
-0.0012212995206937194,-3.864191683474928,-0.009685840000000001
-0.0012212995206937194,-3.88128987676464,-0.009666160000000002
-0.0024425990413874388,-3.8983880700543523,-0.00964648
-0.0012212995206937194,-3.9154862633440644,-0.009626800000000001
-0.0012212995206937194,-3.9325844566337764,-0.00960712
-0.003663898562081158,-3.947240050882101,-0.009587440000000001
-0.003663898562081158,-3.964338244171813,-0.009567760000000002
-0.007327797124162316,-3.981436437461525,-0.00954808
-0.014655594248324633,-3.9985346307512373,-0.009528400000000001
-0.03297508705873042,-4.018075423082337,-0.009508720000000002
-0.050073280348442495,-4.033952316851355,-0.00948904
-0.06472887459676713,-4.04860791109968,-0.009469360000000001
-0.08060576836578548,-4.066927403910086,-0.009449680000000002
-0.10381045925896615,-4.084025597199798,-0.009430000000000001
-0.12945774919353426,-4.099902490968816,-0.009410320000000002
-0.15021984104532748,-4.117000684258528,-0.00939064
-0.17220323241781443,-4.13409887754824,-0.009370960000000001
-0.19662922283168882,-4.152418370358646,-0.009351280000000002
-0.2210552132455632,-4.1670739646069705,-0.0093316
-0.23448950797319412,-4.185393457417376,-0.009311920000000001
-0.21617001516278833,-4.201270351186395,-0.00929224
-0.17830973002128303,-4.2195898439968005,-0.009272560000000001
